isodate,cdoc,dir_location
1941-10-09,633474715223754458,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474715223754458/
1942-09-18,633474736950375736,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474736950375736/
1942-12-11,633474742449097217,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474742449097217/
1878-03-18,633474673523685029,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673523685029/
1944-01-25,633474759245618123,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474759245618123/
1941-12-18,633474718173576166,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474718173576166/
1940-10-22,633474676302247834,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474676302247834/
1942-05-23,633474731319271951,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474731319271951/
1946-04-23,633474773701816646,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474773701816646/
1941-01-11,633474708470633056,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474708470633056/
1940-10-18,633474676151145654,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474676151145654/
1943-07-17,633474753736378534,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474753736378534/
1943-02-15,633474747964139698,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474747964139698/
1943-03-16,633474749777536919,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474749777536919/
1941-01-10,633474708430893856,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474708430893856/
1944-01-04,633474758867773080,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474758867773080/
1941-03-10,633474711036203676,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474711036203676/
1940-10-09,633474675752748679,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474675752748679/
1942-08-10,633474734389127186,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474734389127186/
1942-07-20,633474732888813001,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474732888813001/
1878-04-29,633474674050311162,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474674050311162/
1941-04-29,633474712563501084,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474712563501084/
1942-01-15,633474727079757283,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474727079757283/
1942-07-14,633474732468751051,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474732468751051/
1941-03-15,633474711253631432,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474711253631432/
1943-05-05,633474753045871786,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474753045871786/
1943-03-22,633474750135728802,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474750135728802/
1878-02-22,633474673222958350,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673222958350/
1944-01-11,633474758998919461,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474758998919461/
1878-02-07,633474672970908750,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474672970908750/
1943-08-24,633474754390083206,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474754390083206/
1942-11-04,633474739669476467,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474739669476467/
1944-12-01,633474762206158008,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474762206158008/
1940-10-28,633474676560720339,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474676560720339/
1941-10-28,633474716015264090,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474716015264090/
1942-03-31,633474729512580526,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474729512580526/
1878-05-17,633474674303305948,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474674303305948/
1942-04-30,633474730595779951,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474730595779951/
1944-04-11,633474760389133476,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474760389133476/
1943-03-25,633474750377590191,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474750377590191/
1943-04-08,633474751239932861,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474751239932861/
1941-10-23,633474715833565338,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474715833565338/
1940-10-08,633474675693517023,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474675693517023/
1942-10-28,633474739146742151,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474739146742151/
1943-03-19,633474750005987554,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474750005987554/
1878-03-05,633474673349928336,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673349928336/
1945-03-16,633474767472129637,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474767472129637/
1945-10-05,633474769669026445,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474769669026445/
1878-05-31,633474674507938717,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474674507938717/
1944-03-04,633474759790320036,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474759790320036/
1944-07-28,633474761520797313,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474761520797313/
1942-11-25,633474741320316057,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474741320316057/
1940-12-11,633474678414386709,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474678414386709/
1940-11-12,633474677204785544,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474677204785544/
1943-08-05,633474754048260534,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474754048260534/
1878-04-10,633474673903492270,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673903492270/
1940-11-30,633474677967820204,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474677967820204/
1940-10-30,633474676660096669,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474676660096669/
1942-04-27,633474730456538926,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474730456538926/
1943-09-28,633474755028973483,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474755028973483/
1878-03-29,633474673697441722,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673697441722/
1942-09-19,633474737028536634,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474737028536634/
1944-10-06,633474761913612692,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474761913612692/
1944-11-17,633474762119298871,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474762119298871/
1942-04-18,633474730141435276,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474730141435276/
1943-04-09,633474751312912313,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474751312912313/
1946-05-10,633474774071864639,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474774071864639/
1940-10-05,633474675586080881,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474675586080881/
1941-04-30,633474712626988646,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474712626988646/
1943-09-04,633474754617913007,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474754617913007/
1942-01-29,633474727628354026,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474727628354026/
1941-02-28,633474710599944398,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474710599944398/
1943-11-04,633474755573051632,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474755573051632/
1943-05-04,633474752941547257,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474752941547257/
1941-01-17,633474708740392096,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474708740392096/
1944-01-18,633474759117590562,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474759117590562/
1878-02-21,633474673204054630,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673204054630/
1940-10-26,633474676508367509,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474676508367509/
1946-03-01,633474772187473595,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474772187473595/
1942-07-16,633474732650871451,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474732650871451/
1878-02-15,633474673124028882,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673124028882/
1942-10-17,633474738232814295,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474738232814295/
1940-12-07,633474678285385574,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474678285385574/
1944-02-12,633474759595705668,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474759595705668/
1942-02-14,633474728257676326,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474728257676326/
1944-09-08,633474761719310206,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474761719310206/
1941-04-09,633474711692854216,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474711692854216/
1878-05-30,633474674490452776,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474674490452776/
1941-03-31,633474711289817400,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474711289817400/
1942-02-05,633474727896416026,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474727896416026/
1941-02-26,633474710508855582,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474710508855582/
1942-10-26,633474738898934291,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474738898934291/
1941-02-15,633474710035630466,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474710035630466/
1943-02-25,633474748617047917,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474748617047917/
1878-05-16,633474674284559759,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474674284559759/
1943-04-02,633474750886886965,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474750886886965/
1945-07-13,633474768377990906,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474768377990906/
1878-05-10,633474674208787348,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474674208787348/
1942-02-13,633474728213414926,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474728213414926/
1941-11-04,633474716307879974,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474716307879974/
1941-05-15,633474713275104034,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474713275104034/
1943-04-07,633474751163054934,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474751163054934/
1943-02-19,633474748269308407,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474748269308407/
1942-11-27,633474741394996468,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474741394996468/
1940-10-15,633474675988444344,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474675988444344/
1941-05-08,633474713005029952,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474713005029952/
1942-08-04,633474734017387459,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474734017387459/
1942-01-09,633474726862949370,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474726862949370/
1943-02-20,633474748314686074,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474748314686074/
1943-01-18,633474746447964247,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474746447964247/
1942-05-12,633474731048742076,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474731048742076/
1944-05-16,633474760933835389,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474760933835389/
1942-08-06,633474734164294243,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474734164294243/
1944-03-28,633474760193115639,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474760193115639/
1942-12-10,633474742320004565,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474742320004565/
1941-02-19,633474710189732778,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474710189732778/
1943-12-04,633474756165159609,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474756165159609/
1878-03-11,633474673425070623,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673425070623/
1943-12-11,633474756293343111,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474756293343111/
1943-04-24,633474752272093102,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474752272093102/
1941-04-25,633474712412674226,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474712412674226/
1878-03-01,633474673316689295,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474673316689295/
1943-04-30,633474752665687628,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474752665687628/
1943-11-20,633474755903646552,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474755903646552/
1941-11-07,633474716434975762,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474716434975762/
1945-03-09,633474767411000765,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474767411000765/
1943-04-17,633474751820805636,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474751820805636/
1943-04-20,633474751970195198,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474751970195198/
1941-10-20,633474715703202706,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474715703202706/
1940-11-25,633474677794773724,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474677794773724/
1941-11-26,633474717175707034,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474717175707034/
1942-07-25,633474733260552403,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474733260552403/
1944-02-03,633474759430408208,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474759430408208/
1941-02-13,633474709911475162,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474709911475162/
1942-07-15,633474732574156351,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474732574156351/
1941-10-06,633474715090436110,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474715090436110/
1944-03-21,633474760064776196,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474760064776196/
1943-03-12,633474749580274084,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474749580274084/
1946-03-29,633474773001485615,May-26-2008/Yale Daily News/ContentDM Output/Yale260508/import/cdoc/633474773001485615/
